dataset_source,species,breed,age_years,weight_kg,body_temp_c,symptoms,outcome_diagnosis
Clinical,Cat,Bengal,5.9,8.0,,"Vomiting, Weakness, Vomiting, Weakness, Fever",Allergies
Clinical,Dog,Boxer,14.5,30.0,,"Dry Scabs, Diarrhea, Weakness, Vomiting, Pain",Allergies
Clinical,Dog,Poodle,1.8,8.2,,"Foul Smelling, Dirty, Dullness, Tail shaking, Stained Wool",Chronic illness
Clinical,Dog,Bulldog,15.0,22.6,,"Anorexia, Anorexia, Pain, Pain, Lethargy",Allergies
Clinical,Cat,Persian,15.6,3.8,,"Vomiting, Weakness, Pain, Scartches, Fever",Not vaccinated
Clinical,Dog,Poodle,8.1,10.3,,"Fever, Diarrhea, Vomiting, Stomach cramps, Nausea",Dental issues
Clinical,Cat,Maine Coon,10.7,5.9,,"Death, Difficulty in Swallowing, Tremors, Lying on the side, Not eating",No previous conditions
Clinical,Cat,Scottish Fold,13.6,5.4,,"Weight loss, Sneezing, Sneezing, Lethargy, Weight loss",Previous kidney disease
Clinical,Dog,Poodle,3.8,8.8,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Not vaccinated
Clinical,Dog,Rottweiler,5.3,23.8,,"paresis, paralysis, Weakness, Stomach cramps, Diarrhea",Skin conditions history
Clinical,Dog,Rottweiler,11.4,36.1,,"Fever, Fever, Lethargy, Weakness, Mucous discharge",Previous heart condition
Clinical,Cat,Bengal,5.0,5.5,,"Fever, Vomiting, Coughing, Stealing , Pain",No previous conditions
Clinical,Cat,Ragdoll,18.0,7.6,,"Vomiting, Tears, Coughing, Nervousness, inappetence",Dental issues
Clinical,Cat,Scottish Fold,5.0,7.2,,"Fever, Diarrhea, Vomiting, Cramps, Dehydration",Not vaccinated
Clinical,Cat,Sphynx,4.1,5.6,,"Lethargy, Vomiting, Diarrhea, Fever, Vomiting",Allergies
Clinical,Dog,Labrador Retriever,0.7,39.7,,"Excessive eye watering, Eye redness, weakness, Mucus discharge from the eye, Frequent eye Infections",No previous conditions
Clinical,Dog,Yorkshire Terrier,10.2,6.4,,"Fever, Dyspnea, Coughing, Lethargy, Weightloss",Parasite history
Clinical,Cat,Siamese,1.0,3.6,,"Weight loss, Vomiting, Fever, Lethargy, Fever",Not vaccinated
Clinical,Dog,Rottweiler,13.9,45.0,,"Nasal Discharge, Lethargy, Loss of appetite, Blindness, Swelling",No previous conditions
Clinical,Dog,Labrador Retriever,2.8,39.0,,"Diarrhea, Fever, Lethargy, Diarrhea, Profuse",Recent surgery
Clinical,Dog,Golden Retriever,7.7,33.7,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Previous heart condition
Clinical,Cat,Ragdoll,10.1,6.0,,"Facial swelling, Sneezing, Sneezing, Anorexia, Lethargy",Dental issues
Clinical,Cat,British Shorthair,7.2,6.2,,"Lethargy, Poor conformation, Strange behaviour, Weakness, Pain",Previous kidney disease
Clinical,Dog,Yorkshire Terrier,7.8,5.3,,"Inability of Swalllon Feeding, Anorexia, Pain, Coughing, Diarrhea",Vaccinated
Clinical,Dog,Yorkshire Terrier,13.2,5.4,,"Poor wool, Loss of Appetite, Lameness, Small size, Poor Body condition",Vaccinated
Clinical,Dog,Yorkshire Terrier,3.2,8.3,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Skin conditions history
Clinical,Cat,Mixed Breed,7.0,2.5,,"Head Pressing, Recumbency, Wandering, Circling, Blindness",Recent surgery
Clinical,Cat,Mixed Breed,1.2,7.7,,"Diarrhea, Fever, Difficulty breathing, Blood Poisioning , loss of wariness",Not vaccinated
Clinical,Cat,Maine Coon,15.7,9.0,,"Anorexia, Anorexia, Weakness, Drooping wings, Decrease in milk production",Parasite history
Clinical,Cat,Persian,15.7,5.2,,"Loss of appetite, Tears, Swelling, Death, Wool loss",Recent surgery
Clinical,Cat,Persian,18.0,3.1,,"Coughing, Lethargy, Twitching, Sneezing, Weakness",Skin conditions history
Clinical,Cat,Persian,7.3,6.6,,"Anorexia, Weight loss, Lethargy, Irritation, Anorexia",Chronic illness
Clinical,Cat,Persian,15.4,4.4,,"Colic, Depression, Fever, Weak Pulse, Lying down",Chronic illness
Clinical,Cat,Mixed Breed,3.1,4.4,,"Skin Rashes, Feels stiff, Pains, Staggering, Wool is clumped",Dental issues
Clinical,Dog,Mixed Breed,12.4,20.5,,"Death, Fetopelvic dispropotion, Pains, Uteria inertia, Malpresentation",Dental issues
Clinical,Dog,German Shepherd,6.7,30.9,,"Terminal convulsion, Fever, Sneezing, Muscles ache, Fever",Allergies
Clinical,Dog,Rottweiler,5.7,27.1,,"Death, Uteria inertia, Malpresentation, Pains, Fetopelvic dispropotion",Allergies
Clinical,Cat,Mixed Breed,7.1,3.6,,"urine dribbling, Pawing at bedding, Diarrhea, Sneezing, Pain",Chronic illness
Clinical,Dog,Labrador Retriever,6.2,37.2,,"Greenish-yellow nasal discharge, Lack of pigmentation, Vomiting, Lethargy, Pain on face",Allergies
Clinical,Dog,Beagle,4.0,26.7,,"Coughing, Lethargy, Fever, Coughing, Lethargy",Skin conditions history
Clinical,Dog,Poodle,2.0,7.3,,"Diarrhea, Odor to Ear, Lethargy, Lethargy, Coughing",Previous heart condition
Clinical,Dog,Poodle,8.2,6.7,,"Fever, Death, Coughing, Dyspnea, Anorexia",Vaccinated
Clinical,Dog,Yorkshire Terrier,9.6,6.6,,"Anorexia, Swelling of face or leg, Weight loss, Vomiting, Vomiting",Not vaccinated
Clinical,Cat,Sphynx,14.6,6.2,,"Fever, Lesions on nose, Weakness, Lethargy, Sneezing",No previous conditions
Clinical,Cat,Ragdoll,12.2,7.6,,"Anorexia, Weight loss, Coughing, Weakness, Diarrhea",Skin conditions history
Clinical,Dog,Beagle,11.2,22.5,,"Pain, Anorexia, Diarrhea, Weight loss, Lethargy",No previous conditions
Clinical,Dog,Rottweiler,7.1,35.5,,"Fever, Chronic eye inflamation, Coughing, Lethargy, Neurologic abnormalities",Skin conditions history
Clinical,Cat,Mixed Breed,16.5,5.6,,"Lethargy, Pain, cough , Coughing, Weight loss",Skin conditions history
Clinical,Cat,Persian,16.2,6.0,,"Weakness, Diarrhea, High moratality, Dehydration, Anorexia",Parasite history
Clinical,Cat,Siamese,1.8,4.0,,"Fever, Body stiffness, Lethargy, Severe inflammation, Pain",Recent surgery
Clinical,Dog,Boxer,9.5,17.1,,"Pain, Anorexia, Pain, Anorexia, Urine retention",Not vaccinated
Clinical,Dog,Yorkshire Terrier,2.7,10.0,,"Weakness, Weakness, Weight loss, Torticollis, Sneezing",No previous conditions
Clinical,Cat,Siamese,9.0,3.2,,"Anorexia, Lethargy, Lesion, Stamping And pedding of hind eye, Vomiting",Previous heart condition
Clinical,Dog,Yorkshire Terrier,7.3,5.6,,"Dullness, Sneezing, Pain, Anorexia, Lethargy",Recent surgery
Clinical,Dog,Labrador Retriever,0.8,41.9,,"Excessive eye watering, Eye redness, weakness, Mucus discharge from the eye, Frequent eye Infections",Recent surgery
Clinical,Cat,Bengal,10.6,2.5,,"Anorexia, Anorexia, Anorexia, Pain, Weight loss",No previous conditions
Clinical,Cat,Sphynx,12.9,2.7,,"outstretched neck, dull ness, inappetence, noisy breathing, coughing",Parasite history
Clinical,Cat,British Shorthair,9.5,5.8,,"Decreased growth of bone, Depression, Grunting, Lameness, Weight loss",Recent surgery
Clinical,Cat,Persian,18.0,5.8,,"sweating, Weight loss, thirst, muscular spasms, difficulty moving and eating",Dental issues
Clinical,Dog,Golden Retriever,1.2,38.4,,"Coughing, Fever, Fever, Blooody Fluid, Neurologic abnormalities",Recent surgery
Clinical,Cat,Persian,5.8,5.5,,"Smell, Diarrhea, loss of appetite, Excess sleeping, Folded Ears",Chronic illness
Clinical,Dog,German Shepherd,5.8,25.0,,"Anorexia, Coughing, Weight loss, Anorexia, Fever",Previous kidney disease
Clinical,Cat,Persian,10.3,3.5,,"Coughing, Anorexia, Weight loss, Lethargy, Lethargy",Previous heart condition
Clinical,Dog,Beagle,4.4,30.0,,"Coughing, Diarrhea, Pain, Anorexia, Swelling ",Vaccinated
Clinical,Cat,Bengal,4.8,6.1,,"Cell Damage, Behaviour change, Weight loss, Pruritis, Death",Dental issues
Clinical,Dog,Bulldog,4.6,24.1,,"Vomiting, Weakness, Weight loss, Pain, Lethargy",Skin conditions history
Clinical,Dog,Golden Retriever,1.9,25.0,,"Flaky, Hair loss, Fever, Anorexia, Weight loss",Chronic illness
Clinical,Dog,Bulldog,0.5,29.5,,"Weight loss, Despression, Weakness, Vomiting, Diarrhea",Chronic illness
Clinical,Dog,Beagle,4.7,22.6,,"Vomiting, Coughing, Coughing, Vomiting, Fever",Parasite history
Clinical,Cat,Mixed Breed,6.9,4.7,,"Diarrhea, Bloody, Fever, Vomiting, Decreased appetite",Allergies
Clinical,Cat,British Shorthair,6.3,5.5,,"Fever, Lameness, Muscle twiching, Weight loss, Diarrhea",Skin conditions history
Clinical,Cat,Mixed Breed,18.0,4.0,,"Fever, Coughing, Sneezing, Weight loss, Bleeding from other parts of the body",Previous kidney disease
Clinical,Cat,Scottish Fold,11.1,7.3,,"Weight loss, Polyuria, Loss of  appetite, Polydipsa, Vomiting",Previous heart condition
Clinical,Dog,Rottweiler,4.8,27.6,,"Lethargy, Weight loss, Abdominal pain, Fever, Fever",Chronic illness
Clinical,Cat,Sphynx,7.0,4.2,,"Coughing, Coughing, Aneamia, Lethargy, Pain",Parasite history
Clinical,Dog,Labrador Retriever,10.6,36.0,,"Weight loss, Head tilt, Diarrhea, Anorexia, Anorexia",Allergies
Clinical,Cat,Ragdoll,13.5,8.0,,"Weight loss, Lethargy, Fever, Weakness, Weight loss",No previous conditions
Clinical,Cat,Scottish Fold,11.9,6.0,,"Self Mutilation, Anorexia, Skin reashes, Reduce growth, Pain",Recent surgery
Clinical,Dog,Rottweiler,13.2,41.1,,"Anorexia, Weakness, experiencing changes in weight, Coughing, Pain",Chronic illness
Clinical,Cat,Persian,15.7,2.9,,"Fever, Respiratory distress, Occular discharge, Mouth lesion, Nasal Discharge",Allergies
Clinical,Cat,Siamese,11.5,4.7,,"Underdeveloped muscles, Semen Examination, Signs in rams, Signs in ewe, Reduce Lamp marking",No previous conditions
Clinical,Dog,Mixed Breed,4.3,28.5,,"Air sacculitis, Enteritis, Coughing, Weight loss, Halitosis",Allergies
Clinical,Dog,Mixed Breed,6.5,18.8,,"Loss of wool, Mammary glads, Anorexia, Anorexia, Lethargy",Not vaccinated
Clinical,Cat,British Shorthair,16.5,3.0,,"Fever, Dullness, Depression, Weight loss, Anorexia",Not vaccinated
Clinical,Dog,Beagle,9.2,29.0,,"Stripped remiges, Less Feather growth, Ruffled feathers, Defienciency in vitamin, Diarrhea",Skin conditions history
Clinical,Cat,Ragdoll,4.7,6.2,,"Weakness, Coughing, Pain, Underdeveloped muscles, Weigth bearing long bones",Parasite history
Clinical,Cat,Sphynx,8.8,8.0,,"Anorexia, Coughing, Fever, Fever, Lethargy",Not vaccinated
Clinical,Dog,Yorkshire Terrier,5.2,8.8,,"Decreased milk, Holding limbs off the ground, Weight loss, Lameness, Wool production",Chronic illness
Clinical,Dog,Beagle,5.5,23.7,,"Coughing, Diarrhea, Anorexia, Lethargy, Straining",Previous heart condition
Clinical,Cat,Ragdoll,7.0,6.9,,"Sneezing, Unilateral Nasal discharge, Gagging, Retching, Weight loss",Skin conditions history
Clinical,Dog,Labrador Retriever,4.9,45.0,,"Diarrhea, Vomiting, Sneezing, Lethargy, Sneezing",Allergies
Clinical,Dog,Yorkshire Terrier,0.5,6.6,,"Weakness, Vomiting, Anorexia, Lethargy, Fever",Previous heart condition
Clinical,Cat,Maine Coon,18.0,6.8,,"Anorexia, Weight loss, Anorexia, Lethargy, Sneezing",Vaccinated
Clinical,Cat,Mixed Breed,8.8,6.5,,"Weakness, Sneezing, Pain, Sneezing, Weight loss",Previous kidney disease
Clinical,Cat,Bengal,0.5,5.2,,"Weakness, Weakness, Fever, Weakness, Anorexia",Dental issues
Clinical,Dog,Bulldog,6.8,24.2,,"Excession Salivation, Anorexia, Watering of eyes, Weakness, Weakness",No previous conditions
Clinical,Dog,Mixed Breed,2.3,5.8,,"Death, Hemopytsis, Epistaxis, Asymptomatic, Diarrhea",Dental issues
Clinical,Cat,British Shorthair,4.9,6.8,,"Weakness, Vomiting, Coughing, Pain, Pain",Parasite history
Clinical,Dog,Rottweiler,14.0,36.5,,"Sinuses, Weakness, Anorexia, Weight loss, Sneezing",No previous conditions
Clinical,Cat,Bengal,11.8,3.4,,"Pain, cough , Pain, Drooping wings, Coughing",Recent surgery
Clinical,Cat,Bengal,15.7,6.1,,"Sneezing, Coughing, Vomiting, Fever, Lethargy",Not vaccinated
Clinical,Cat,Mixed Breed,13.7,3.8,,"Sneezing, Lethargy, Lethargy, Pain, Diarrhea",No previous conditions
Clinical,Cat,Mixed Breed,2.3,6.1,,"Fever, Succumb, Spread of infection, Weight loss, Anorexia",Previous kidney disease
Clinical,Cat,Ragdoll,5.3,7.9,,"Fever, Ulcer on gum, Red eye, Yellowish Discharge, Bloody Diarrhea",Dental issues
Clinical,Cat,Scottish Fold,8.5,4.3,,"Diarrhea, Vomiting, Coughing, Vomiting, Sneezing",Vaccinated
Clinical,Dog,Beagle,11.3,18.7,,"loss of alertness, Weight loss, Coughing, Vomiting, Vomiting",Previous kidney disease
Clinical,Cat,Scottish Fold,10.3,5.9,,"Diarrhea, Weakness, Pain, Blue straws, Weight loss",Previous heart condition
Clinical,Cat,Ragdoll,2.3,6.7,,"wasting, stumbling, Fever, drooling, drooping ears",Skin conditions history
Clinical,Dog,Bulldog,4.1,21.3,,"Lying down, Nosebleed , Lethargy, Fever, Lethargy",Skin conditions history
Clinical,Cat,Persian,15.4,5.0,,"Pain, Weight loss, Hepatitis, Fever, Skin rashes",Allergies
Clinical,Dog,Mixed Breed,3.0,5.0,,"Diarrhea, Pain, Weakness, Tear production, Pain",Vaccinated
Clinical,Dog,Beagle,16.5,30.6,,"Lameness, Pains, change their normal behaviour, stop drinking, stop eating",Allergies
Clinical,Cat,Siamese,11.2,4.2,,"Fever, Fever, Hyperesthesia, Pain, Lethargy",Recent surgery
Clinical,Cat,Bengal,3.2,3.5,,"Stillbirth, Sneezing, Pain, Pain, Lethargy",Vaccinated
Clinical,Dog,Mixed Breed,4.1,32.4,,"Fever, Diarrhea, Swelling, Weight loss, Pain",Skin conditions history
Clinical,Cat,Mixed Breed,7.8,2.8,,"Smell of ammonia, Ulcer, Depression, Swelling, Pains",No previous conditions
Clinical,Cat,Scottish Fold,11.1,5.3,,"Weight loss, Poor coat condition, Sneezing, Horny growth, Pain",Parasite history
Clinical,Dog,Beagle,5.4,21.1,,"egg production decreases, stunted growth, Blindness, Distinctive bumps, Facial swelling",Recent surgery
Clinical,Dog,Poodle,6.0,7.4,,"Lesions on ear, Horny growth, Red on affected area, Red skin, Wart-like growth",Previous kidney disease
Clinical,Cat,British Shorthair,8.1,2.5,,"Nasal Bleeding, Weight loss, Lethargy, Fever, Diarrhea",Skin conditions history
Clinical,Dog,Rottweiler,6.0,34.8,,"Fever, Lethargy, Lethargy, Sneezing, Diarrhea",No previous conditions
Clinical,Cat,Scottish Fold,5.0,6.5,,"Discharge From eyes, Lethargy, Coughing, Sneezing, Fatique",Previous heart condition
Clinical,Dog,Yorkshire Terrier,14.6,10.0,,"gasping for breath, Weakness, Watering Diarrhea, Diarrhea, Sneezing",No previous conditions
Clinical,Dog,Poodle,1.9,7.4,,"Foul Smelling, Dirty, Tail shaking, Dullness, Stained Wool",Chronic illness
Clinical,Cat,Mixed Breed,11.9,4.9,,"Sneezing, Pain, Vomiting, Weight loss, Weakness",Skin conditions history
Clinical,Cat,British Shorthair,16.9,3.3,,"Sweats, Fever, Weakness, Coughing, Lethargy",Skin conditions history
Clinical,Cat,Bengal,13.8,5.6,,"Vomiting, Fever, Sneezing, Fever, Vomiting",Allergies
Clinical,Dog,Golden Retriever,3.8,32.9,,"Coughing, Vitamin and minerals defiency, Weakness, Coughing, Weight loss",Dental issues
Clinical,Cat,Siamese,9.3,5.8,,"Inability to digest, Anemia, Dehydration, Weight loss, Diarrhea",Dental issues
Clinical,Cat,Persian,18.0,6.5,,"thirst, muscular spasms, Weight loss, sweating, difficulty moving and eating",Dental issues
Clinical,Cat,Ragdoll,3.8,6.0,,"listlessness, stumbling, drooping ears, drooling, wasting",Skin conditions history
Clinical,Cat,Ragdoll,1.1,9.4,,"Mortality, Coughing, Nasal Discharge, Weight loss, Painfull",Parasite history
Clinical,Cat,Maine Coon,0.8,6.5,,"Vomiting, Weakness, Weight loss, Coughing, Shaking oh head",Previous kidney disease
Clinical,Cat,Bengal,9.8,3.5,,"Upset stomach, Muscle stiffness, Vomiting, Diarrhea, Muscle pain",Previous kidney disease
Clinical,Dog,German Shepherd,6.5,32.6,,"Vomiting, Diarrhea, Dehydration, Weight loss, Poor coat apperence ",Vaccinated
Clinical,Dog,Golden Retriever,8.2,45.0,,"Vomiting, Coughing, Progressive weakness, Lying down, Incoordination",Dental issues
Clinical,Dog,Labrador Retriever,1.6,41.4,,"Weight loss, gasping for air, cough , extending its neck, gasping for breath",Chronic illness
Clinical,Cat,Mixed Breed,6.1,3.1,,"Vomiting, Weight loss, Diarrhea, Lethargy, Weight loss",Previous kidney disease
Clinical,Cat,Sphynx,6.5,2.5,,"Fever, Fever, Anorexia, Fever, Coughing",Skin conditions history
Clinical,Dog,German Shepherd,7.5,26.1,,"Foul Breath, Weight loss, Vomiting, Sneezing, Sneezing",No previous conditions
Clinical,Dog,Yorkshire Terrier,8.0,3.7,,"Weakness, Stiffness, Trembling, White mark on the muscle, Loss of vitamin E",No previous conditions
Clinical,Dog,Golden Retriever,9.3,39.2,,"Vomiting, Excessive food intake, Weakness, Fever, Vomiting",Not vaccinated
Clinical,Dog,Mixed Breed,10.9,22.7,,"Bloody in feather, Anorexia, Fever, Pain, Anorexia",Allergies
Clinical,Dog,Poodle,5.1,3.0,,"Heavy infection, Diarrhea, Lethargy, Pain, Coughing",Recent surgery
Clinical,Cat,Scottish Fold,11.5,8.0,,"Green Dropping, Weakness, Vomiting, Lethargy, Weightloss",Previous kidney disease
Clinical,Dog,Mixed Breed,12.1,13.5,,"Swollen lymph nodes, Difficulty walking, Back Pain, Lethargy, Vaginal Discharge",Skin conditions history
Clinical,Cat,Mixed Breed,9.9,5.9,,"Swelling of eye, Changes in outer layer skin, loss of appetite, Lethargy, Respiratory infection",Previous heart condition
Clinical,Cat,Mixed Breed,18.0,4.5,,"Pain, Fever, Sneezing, Weight loss, Weakness",Not vaccinated
Clinical,Cat,Scottish Fold,14.5,3.1,,"Pains, Skin may thicken, Groosly enlarged, Convulsion, Edematous",Not vaccinated
Clinical,Dog,Labrador Retriever,7.3,40.4,,"Pain, Lethargy, Fever, Tail Wagging, Vomiting",Previous heart condition
Clinical,Dog,German Shepherd,8.1,28.4,,"Fever, Anorexia, Vomiting, Weakness, Blood in stool",Allergies
Clinical,Dog,Yorkshire Terrier,1.6,3.7,,"Fever, Thrist and urination, Difficulty breathing, Sneezing, Lethargy",Recent surgery
Clinical,Dog,German Shepherd,11.9,29.3,,"Pain, Most often none, Anorexia, Sneezing, Staggering",Not vaccinated
Clinical,Cat,Sphynx,11.8,4.5,,"Lethargy, Vomiting, Pain, Pain, Weight loss",Parasite history
Clinical,Dog,German Shepherd,4.5,29.3,,"Sneezing, Anorexia, Neck Paralysis, Vomiting, Weight loss",Not vaccinated
Clinical,Cat,Siamese,10.1,6.4,,"Shaking head, Scartching ear, Black on ear, Bad smell, Red and inflammation ear",Parasite history
Clinical,Dog,Mixed Breed,12.6,16.0,,"Diarrhea, Vomiting, Fever, Lethargy, Fever",Dental issues
Clinical,Dog,Rottweiler,0.5,38.0,,"Coughing, Pain, Fever, Greenish diarrhea, Coughing",Chronic illness
Clinical,Cat,Sphynx,10.7,4.2,,"Abdonormal discomfort, Vomiting, Lethargy, Sneezing, Pain",Previous heart condition
Clinical,Dog,Mixed Breed,2.9,22.9,,"Coughing , panting, facial swelling,, Production of mucus, Fatigue",Skin conditions history
Clinical,Cat,Scottish Fold,2.1,6.1,,"Facial edema, Dyspnea, Conjuctivtis, Weakness, Pharyngitis",Previous kidney disease
Clinical,Dog,Bulldog,1.8,29.0,,"Legness, Paresis, Coughing, Weight loss, Shortness of breath",Chronic illness
Clinical,Dog,Yorkshire Terrier,11.7,5.9,,"Diarrhea, Dry or dull hair, Diarrhea, Sneezing, Lethargy",No previous conditions
Clinical,Cat,Mixed Breed,8.7,3.0,,"Skin colour change, drooling, Coughing, Fever, Lethargy",Dental issues
Clinical,Cat,Siamese,9.9,4.6,,"Signs in rams, Signs in ewe, Underdeveloped muscles, Semen Examination, Reduce Lamp marking",Allergies
Clinical,Cat,Persian,13.7,3.6,,"Ulcerated skin, Anorexia, Weight loss, Yellowish Discharge, Anorexia",Previous kidney disease
Clinical,Cat,Ragdoll,9.0,7.0,,"Fever, Diarrhea, Weight loss, Pain, Anorexia",Allergies
Clinical,Dog,Bulldog,6.8,17.6,,"Diarrhea, Vomiting, Difficulty in Swallowing, Anorexia, Weakness",Allergies
Clinical,Cat,Bengal,0.5,4.2,,"Pain, Conjuctivtis, Diarrhea, Weekness in the back legs, Weakness",Chronic illness
Clinical,Dog,Yorkshire Terrier,7.5,4.4,,"Lethargy, Vomiting, Exessive Urination, Sneezing, Decreased growth of bone",Previous kidney disease
Clinical,Dog,Rottweiler,9.7,30.1,,"Yellow in beak, Weakness, Sleeping Excessively, Tail_Bobbing, Heavy Breathing",Dental issues
Clinical,Dog,Rottweiler,2.1,39.0,,"Vomiting, Diarrhea, Bloody discharge, Weight loss, Vomiting",Skin conditions history
Clinical,Cat,Bengal,1.0,6.5,,"Diarrhea, Blood on faces, Coughing, Weakness, Coughing",No previous conditions
Clinical,Cat,Persian,14.4,6.4,,"Lethargy, Most often none, Anorexia, Weakness, Fever",Recent surgery
Clinical,Cat,Persian,8.8,4.0,,"Fever, Rhinorrhea, Coughing, Facial edema, Dyspnea",Previous kidney disease
Clinical,Dog,Mixed Breed,0.9,9.8,,"Small intestines, Fever, Flock Moratality, Depression, Death",Parasite history
Clinical,Cat,Persian,7.4,5.2,,"Weakness, Tremor, Weakness, weak calves, Anorexia",Vaccinated
Clinical,Dog,German Shepherd,9.8,32.8,,"Weakness, Pain, Sneezing, Diarrhea, Coughing",Not vaccinated
Clinical,Cat,Bengal,13.5,6.6,,"Coughing, Diarrhea, Weight loss, Weight loss, mild colic",Chronic illness
Clinical,Cat,Persian,13.4,6.4,,"Diarrhea, Weight loss, Weakness, Sneezing, Weakness",Vaccinated
Clinical,Dog,Mixed Breed,3.6,25.9,,"Anorexia, Anorexia, Weight loss, Coughing, Weight loss",Previous heart condition
Clinical,Cat,Maine Coon,14.6,7.9,,"Small red bumps, Pneumonia , Septic Arthritis, Skin infection, Pain",No previous conditions
Clinical,Cat,Sphynx,9.5,4.7,,"Bloody Diarrhea, Pain, Fever, Pain, Weakness",Chronic illness
Clinical,Dog,Boxer,8.4,25.6,,"Vomiting, Diarrhea, Lethargy, Weakness, Skin colour change",Vaccinated
Clinical,Dog,Bulldog,2.8,24.5,,"Fever, Chills, Skin ulcer, Exhaustion, Swollen and painfull",Vaccinated
Clinical,Dog,Golden Retriever,12.6,31.8,,"Fever, Respiratory distress, Mucous discharge, Reduce feed, Weight gain",Vaccinated
Clinical,Cat,Scottish Fold,4.9,8.0,,"Anorexia, Weight loss, Anorexia, Wool production, Lethargy",Chronic illness
Clinical,Dog,Poodle,14.1,7.5,,"Abdominal destention, Weakness, Weakness, Vomiting, Weakness",Parasite history
Clinical,Cat,Ragdoll,11.0,7.3,,"Coughing, Dry air, Diarrhea, Asymptomatic, Pain",Not vaccinated
Clinical,Dog,Mixed Breed,9.5,26.7,,"Sneezing, Pain, Vomiting, Swollen Eyelids, Weakness",Vaccinated
Clinical,Dog,Boxer,2.2,15.0,,"Weakness, Coughing, Diarrhea, Sneezing, Diarrhea",Recent surgery
Clinical,Dog,Mixed Breed,7.3,34.0,,"Lethargy, Distended chest, Pain, Difficulty in walking, Rapid Heart Rate",Skin conditions history
Clinical,Dog,Golden Retriever,0.5,31.4,,"Lethargy, Sneezing, Diarrhea, Vomiting, Lethargy",Recent surgery
Clinical,Cat,Maine Coon,6.4,7.0,,"Coughing, Weight loss, Diarrhea, Pain, Fever",Recent surgery
Clinical,Dog,Boxer,3.0,15.0,,"Lethargy, Diarrhea, Pain, Pain, Coughing",Skin conditions history
Clinical,Cat,Mixed Breed,4.3,2.5,,"Loss of eat, Fell unwell, Lethargy, Weight loss, Skin issue",Previous kidney disease
Clinical,Dog,Beagle,0.5,24.1,,"slow growth, Anorexia, Weakness, Anorexia, Shaking oh head",Allergies
Clinical,Dog,Rottweiler,5.1,45.0,,"Fatique, Weight loss, Poor coat condition, Fever, Infection of the skin",Recent surgery
Clinical,Dog,Beagle,10.9,22.2,,"Sneezing, bleeding from wounds, weight loss, Weight loss, Weakness",No previous conditions
Clinical,Dog,German Shepherd,4.6,28.4,,"Fever, Vomiting, Weight loss, Fever, Weight loss",Previous kidney disease
Clinical,Cat,Siamese,8.6,3.9,,"Diarrhea, Respiratory distress, Death, Reduce milk , Weight loss",Not vaccinated
Clinical,Cat,Maine Coon,17.3,5.6,,"Wheezing, Depression, Coughing, Nible at their wool, Fever",Dental issues
Clinical,Dog,Boxer,7.3,19.3,,"Muscular Spasms, Weight loss, Weakness, Lethargy, Despression",Chronic illness
Clinical,Dog,German Shepherd,5.9,34.7,,"Fever, Diarrhea, Vomiting, Weight loss, Dehydration",Recent surgery
Clinical,Dog,Bulldog,9.5,19.3,,"Fever, Diarrhea, Depression, Scratches, Weight Loss",Skin conditions history
Clinical,Cat,Mixed Breed,2.5,2.7,,"Vomiting, Anorexia, Abdonormal pain, Weakness, Weakness",Previous heart condition
Clinical,Cat,Siamese,12.5,5.1,,"Fever, Lethargy, Diarrhea, Vomiting, Anorexia",Parasite history
Clinical,Dog,Rottweiler,14.0,25.0,,"Fever, Diarrhea, Lethargy, Coughing, Poor immune function",Dental issues
Clinical,Dog,Boxer,12.4,23.7,,"Fever, Inflammed eye, Coughing, Depression, Limping",Recent surgery
Clinical,Cat,Scottish Fold,11.7,6.1,,"Facial edema, Coughing, Diarrhea, Weight loss, Sneezing",Recent surgery
Clinical,Dog,German Shepherd,10.0,25.5,,"Fever, Difficulty breathing, Thrist and urination, Weight loss, Enlarged lymph nodes or Swelling",Recent surgery
Clinical,Dog,Labrador Retriever,4.5,41.7,,"coughing , Diarrhea, Pain, Sneezing, Mammary glads",Parasite history
Clinical,Dog,Labrador Retriever,12.9,25.5,,"Vomiting, Weakness, Pain, Sneezing, Fever",Skin conditions history
Clinical,Dog,Boxer,1.0,22.1,,"Fever, Nasal Discharge, Salivation, Relunctance to move, Depression",No previous conditions
Clinical,Dog,Boxer,6.2,24.0,,"Blood on faces, Appetite, Severe, Milk reduce, Diarrhea",Chronic illness
Clinical,Dog,Poodle,12.6,3.0,,"Diarrhea, Weakness, Weakness, Anorexia, Weight loss",Vaccinated
Clinical,Dog,Poodle,11.8,7.4,,"Conjunctive, Discharge, Severe kerititis, Loss of eye, Iris prolapse",Previous heart condition
Clinical,Dog,Rottweiler,11.0,44.1,,"Lepatomegaly, Splenomegaly, Vomiting, Swollen, Shaking oh head",Allergies
Clinical,Dog,Rottweiler,6.2,26.3,,"Weakness, Sneezing, Gas or bloating, Anorexia, Diarrhea",No previous conditions
Clinical,Dog,Yorkshire Terrier,11.0,3.4,,"Sneezing, Lethargy, Fever, Vomiting, Lethargy",Parasite history
